comment,class
040 a musica fica muito boaaa,0.0
nariz de porco,1.0
vc e muito engracada se acha melhor que todo mundo so pq vc e rica minha,0.0
dpis caracteres resumem q,0.0
sou critico para funk e essas musicas com bastante palavras de baixo calao que as vezes sao desnecessarias e eu curti essa musica sinceramente de todas as quais as pessoas dao palco e cantam essa e tao fraquinha eu gostei dela as pessoas somente odeiam e jogam hate em tudo o que ela faz mesmo eu amei esse album continue assim forte,0.0
fica de 3 saci perere musica imoral,0.0
ficar de tres,0.0
noa passou nada de representividade so vergonha,1.0
nojenta que nojo,1.0
amo,0.0
vc vai chegar a 1 milhao ou mais se vc estiver vendo o que eu escrevi manda um salve para mim no seu proximo video porfavor,0.0
que problema serio de autoestima coitada,0.0
por tras das cameras vc e mulher vem pro rj bb,0.0
q idiota velho,1.0
que doida,1.0
minha mulher,0.0
dislaque,0.0
o nome da musica e flores pq e a unica palavra que nao e pornografica na musica,0.0
vc vai ser sempre vc mesmo esse lixo e eu quero ver vc pobre ainda,1.0
eu amo tanto,0.0
pra mim esse sangue e so os morangos amassados que o clipe todo quase ela fica rolando na cama por cima dos morangos mano nao vi nada de mais logico que esse final foi bem estranho mas pra mim isso na cama e so os morangos,0.0
lixosa,1.0
somos 4 milhoes,0.0
oq esta acontecendo com o mundo pqp,0.0
que agradecimento ao seus inscritos,0.0
essa placa podia ficar se recordacao e dps ele podia se lembrar de quando ficou com 100k mais como ele e maluco fez isso,0.0
sacanagem fazer isso falta de consideracao com seus 100 mil primeiros inscritos,0.0
legal sua mae te levar 9 meses na barriga pra fazer essa atitude babaca parabens,0.0
vou desubescrever porque vejo que voce nao valoriza os seus 100k de inscritos voce ta tao obcecado em ser um youtuber grande q nem ve q todos os youtubers comocaram como pequenos enquanto q ha muitos que nao conseguem chegar aos 100k tu desvalorizas os 100k entao por isso ja nao volto mais ao canal seu babaca,1.0
so vim pra ler os comentarios aproveitei e deixei meu deslike ta bombando em quase 4 milhoes,0.0
abuso marial o uso da mulher ate mesmo nos momentos em que ela nao esta bem usar mulheres so como objeto sexual quando ela disse que acordou e ele estava me botando ela quis se referir o marido que enquanto ela estava dormindo aconteceu o abuso algo que ja pode ter acontecido com ela ou ela quis passar essa mensagem vermelho referese ao fluxo natural da mulher por isso tao polemico a musica traz essa mensagem tanto que quando ela lancou essa musica eu ouvi boatos de que ela perdeu 100mil seguidores mais em compensacao mais outra legiao cade os hater pra gerar mais engajamento,0.0
vamoooo laaaa rumoa1000000,0.0
e eu aq querendo uma placa enquanto ele destroi uma,0.0
po vei os caras tem o trabalho de fazer isso e to faz um negocio desse eu to lutando pra chegar a 100 inscricoes o que uns tem demais os outros tem de pouco,0.0
nossa que horrivel,0.0
uma frase e pow acontece a magica se faz a musica que com certeza vai ser a mais ouvida,0.0
depois de 2 meses lancado vim assistir,0.0
vulgar perdeu sua essencia,0.0
046 todo mundo e mais bonito q vc,1.0
mulher feia que doi,1.0
a day e uma resenha as vezes tenho raiva dela mais ao mesmo tempo mim divirto com essa psicopata,1.0
digo com orgulho que essa foi a minha musica mais escutada de 2023,0.0
a aula de portugues ninguem faz ne,0.0
esse pais ta fudido msm,0.0
essa vai pra retrospectiva 2020,0.0
voce e idiota as pessoas se inscrevem no seu canal de boa e miitas sonham em ganhar essa placa voce e bem idiota sem nocao,1.0
vai destruir a de um milhao tambem,0.0
pqp mano,1.0
essa mulher fica tapando peito com macbook so pra ostentar,0.0
na hora de ganhar dinheiro em cima das gays ninguem e homofobico ne,0.0
a placa e do cara deixa ele fazer oq ele quiser affs,0.0
olhaa e a mesma musica e cena do cabare,0.0
pra quem nao gostou pela atencao e participacao muito obrigado a saida e logo ali,0.0
show de horror misericordia vim pelo video,1.0
nada haver esse clipe o q menos apareceu foi morango menstruacao mandou lembrancas,0.0
vamos la ajudem o a ilhao,0.0
gosto de vc,0.0
musica ruim letra ruim cantores ruim,0.0
o de obrigado haters,0.0
mano quer chamar atencao pinta a cara de azul e grita chipe da tim,0.0
credo nem tive estomago pra assistir o video todo aquela loirinha linda deve ter feito tanto pacto que acabou desaparecendo no meio de tantos demonios dessa vez foi pessima,1.0
puro marketing depois que ela perdeu mais de 100000 seguidores com o clip da musica campo de morango aguardem,0.0
e a musica hateada q vai grudar em todos nos com ctz adorei ela,0.0
campo de morango ou de sangue se vc me entende,0.0
musica horrivel,1.0
genteque morangos gigantes,0.0
mais escrota e ela precisa se tratar que lixo,1.0
tem q colocar na presidencia pra poder proibir porcaria dessas,1.0
oi,0.0
nos mulheres meio campos de morango,0.0
ela excluiu o insta dela,0.0
cancer sonoro,1.0
desse jeito meu caro vc nunca vai chegar a 1 milhao,0.0
que porra e isso musica brasileira povo brasileiro gostar disso e o fim do mundo,1.0
que horror,0.0
nao liga porque os outros youtubers falem vc e magnifico em tudo que vc faz,0.0
pra quem gosta de putaria ta ok as musicas hoje em dias sao so sobre sexo,1.0
que bosta tirando os morangos que sao uma delicia,1.0
so relembrando o tweet de um mano ae,0.0
perfeita a musica so falta tirar os cantores,0.0
1 m,0.0
rumo 1 milhao,0.0
oque nao fazer por money,0.0
ela falando que estamos sendo racistas para mim chamar ela de lixo e verdade ela e um,1.0
que putaria e essa,1.0
mais uma que lacrou,0.0
nojo dessa mulher por isso as brasileiras sao vistas como put por conta de umas e outras pagamos o pato,1.0
esse poha nao era hetero,1.0
saiu do armario,1.0
eu acho q eu vor ser a primeira a dizer essa musica nao e ruim so q o clipe e muito sensurado,0.0
a musica e foda sempre arrasando e fdse as opinioes,0.0
prestar atencao no clipe prestar atencao na raba da sonsa x lembrar do,0.0
o certo seria nao dar nem like ne deslike pk o youtube entende que vc participa do video,0.0
musica boa mesmo e mane garanhao de leno brega,0.0
q bosta,1.0
e pq vc apagou o comentario do wi ele esta completamente certo,0.0
usou todas as flores do mundo no casamento no clipe nao vejo uma rosa de plastico,0.0
essa e boa me salta p,0.0
eu acho que pode ser uma relacao que comecou consensual e acabou de forma violenta,0.0
a unica coisa q tinha ai dentro era sua dignidade e agora ela ja era,0.0
se e lokoooooooooooooooooo galera faco videos de minecraft bora la conhecer o canal,0.0
cade as flores,0.0
rumo 10m de deslikes galeraaaaaa,0.0
que baixaria ridiculaaaaa e ridiculooooo o cerebro dessa foi para a bunda eca,1.0
pessimo,1.0
essa musica e uma invocacao aos dem9nios cuida pra quem ouve direto,1.0
imagina so se de 700000 cair para 100000,0.0
vai la ajuda o canal pohaaaaaaa,0.0
tem uma parte da musica que ela rima novo com novo que merda viu,1.0
que otario muitos sonham com isso,1.0
essa e a consequencia pra ficar de 3,0.0
o de obrigada pelos views haters,0.0
e aquele beijo eim,0.0
que producao linda,0.0
m de maravilhosos,0.0
se ela encarnar ela vai rencarnar e em uma bosta aquela merda,1.0
q de quero outro feat,0.0
vc podia dar pra mim ne velho,0.0
ki disgraca e essa,1.0
gostei nao oh pronto falei,0.0
ate loira ela nao perdoa louca psicotica,1.0
vc achava que tinha o q ouro so na causa tem que ser estudado pessoas assim como vc pq serio que video inutil parabens aew viu,1.0
fala pro edu fazer isso com o dele de um milao,0.0
que issooooooooo,0.0
que bosta,1.0
qual o stagram dela,0.0
alguem escuta essa merda plmd,1.0
quem nasceu pra ser cuuu nunca vai ser pikaa,1.0
eu acho que o youtube nao gosto disso,0.0
ela e uma babacaaa,1.0
mds cara to suprendida com essa musica mermao,0.0
ahhh eu to e morta,0.0
segura meu deslike aeeeeeeee,0.0
manu o pais ja ta foda ainda tem gente que ve isso acha normal ou certo,0.0
adore sabedoria de nyx,0.0
a mas nova musica de satanas,1.0
prefiro ouvir a trilha do minicreft do q isso,0.0
nao vi ele amarrado,0.0
com toca da massa cla top,0.0
esse da re no kibe,1.0
eu tambem pura curiosidade nao gostei vou ficar continuando ouvindos minhas musicas das antigas,0.0
se cada pessoa ganhasse r10 reais por cada merda que ela fala o mundo nao teria pobreza,1.0
eu tava preso a 100 k para de ter jeito de gay mano,1.0
trouxa corto a placa agora ta esperando a de 1 milhao pra corta denovo,1.0
gente eu acho que ela e mt cincera,0.0
y de yncrivel,0.0
nao sei se eu choro dou risada ou cuido da minha vida,0.0
pra que isso devia ter orgulho de 100 mil,0.0
belissima musica pra se escutar com a familia as criancas,0.0
atitude imbecil do caralho milhares mais milhares de pessoas querendo conquistar essa placa e simplismente um cara que ganha ela corta assim mesmo sabendo que nao tem nada isso e uma completa idiotice isso e um trofeu nao uma chave,1.0
quem entrou aqui so pra ver quantos deslikes bateu,0.0
mulher vulgar credo,1.0
ameeeeei,0.0
38 milhoes de dislike,0.0
mulher amarga,0.0
boa menina e o que um pedofilo diz a uma crianca quando abusa dela abram o olho,0.0
nao sei como as pessoas nao gostam dessa musica juro e perfeita,0.0
pra que fazer isso nao tem graca nenhuma,0.0
pessoas do talento nao precisa disso pra ganhar sucesso soacho,0.0
so tem santo nestes comentarios todo mundo safadao me ajuda ai brasil deixa o povo ser feliz carai,0.0
048 ainda bem que ela sabe escrota,1.0
rap da aktisuk e 300 melhor,0.0
que isso,0.0
alguem avisa pra ele que o g de lgbt nao significa grana,0.0
eu jurando q era clipe sobre menstruacao,0.0
querendo se aparecer esse lixo,1.0
que bom que eu nao sou voce,1.0
nuss se o souber disso vc vai se fuder breakman,1.0
dr oq ela tem sera q ela ta bem o ceus tem uma boca no lugar do cu eu hein e como q a merda sai meu bem sai em forma de argumento uai normal que nasce p ser bosta se comunica como tal qm ve o wtf bangtan entendeu,1.0
essa mulher e louca que tenha misericordia dela,1.0
mds o video e quase um filme porno,1.0
dai eu vo ler os comentarios so tem gente falando que o e retardado anunciando canal no youtube e discudindo quem e o first,1.0
vdd,0.0
o clipe e pessimo um nojo rebaixa a mulher de todas as formas e realmente nao teria como repercutir de forma positiva,1.0
n de nao sei,0.0
o gente tiraram o som,0.0
que merda e essa imagina meninas novas vendo isso,1.0
idiota,1.0
famoso corno manso,1.0
ja ta no controle de tudo ai fi se ferrou q deus tenha misericordia da alma dela,1.0
no caso fala merda que ela fala sai do nariz,1.0
miga ce ta linda,0.0
so vim dar deslike mesmo,0.0
tinha que ser um jogador de minecraft,0.0
nmrl eu gostava mas dps dessa se vesti de mulher blz agr beija outra cara mano ta de brincadeira minha opiniao,1.0
vou prever uma coisa voce esta vendo esse video descalco,0.0
j de joia raraaa,0.0
pisou na bola,0.0
isso e uma bixooooona,1.0
nossa atitude que vc teve foi completamente imbecil cara essa placa era para vc esta guardando como um presente que vc recebeu dos seus inscritos essa placa simboliza 100k de pessoas que gostaram do seu trabalho 100 mil pessoas que admira o q vc faz realmente falou e vrdd isso foi uma atitude muito imbecil acredito que nenhum inscrito esperava isso de vc isso era pra vc guarda com vc para vc lembrar que vc conseguiu isso com o seu esforco com a sua dedicacao me desculpa ta lhe falando isso mais vc realmente passou dos limites se e q vc me entende e tenho certeza que nenhum outro youtuber iria fazer isso nao gostei da sua atitude e qnd vc receber a de ilhao vc vai fazer isso tbm nao claro que nao ate pq vai ter um significado enorme para vc do mesmo jeito que era para essa placa de 100mil inscritos ter,1.0
ela faz isso para aparecer,0.0
perfeito,0.0
esse clipe me surpreendeu e muito pior do q eu imaginava,1.0
sexsual,0.0
idiota do karai tanta pessoas querendo prendendo imbecil,1.0
nego dor no anel,1.0
lixo,1.0
inveja mata,0.0
2 minuto de nada kant mc,0.0
a musica e dahora mas o clipe senhor to chocada,0.0
possuida pelo espirito do tesao amo,0.0
x de xuxa so para baixinhos,0.0
que horoooooooorrrrrrrr,0.0
nao fiz por sacanagem ou idiotice serio pq n foi isso q vc mostrou pra todos os seus inscritos q acompanharam seu canal confiaram em vc esperavam pelo menos um agradecimento por estarem la o tempo todo e vc faz isso,1.0
que viaje e essa vei,0.0
poxa,0.0
n de nossa que incrivel,0.0
meu pirulito de morango ficou duro,0.0
like o cara e louco,0.0
acabei de perder 346 minutos da minha vida,0.0
nossa so vou falar uma coisa para ela se olha no espelho antes de criticar alguem,0.0
ja ouvi musica ruim mas essa e pacaba serio que tem gente que gosta eu nao acredito nao,1.0
galera olha o nome do proximo video na reproducao automatica remedios para hemorroida,0.0
aff ela tem problema viu que socialite mais baixa e essa coitada,1.0
ela acordando ensanguentada sozinha e assustada remete a cena de violencia,0.0
voce muito louca ou finge,1.0
como e que ela e uma bosta e ainda caga,1.0
passa aqui mais tarde deixa seu deslike,0.0
segue la tropa allcoringa,0.0
ate hoje tem teorias diversas sobre,0.0
que mulher feia da porra,1.0
galera cria conta no google so pra da deslaike eu fiz isso,0.0
essa e a atitude mais imbecil desse ano,1.0
mano muito esforco pa depois destrui o negocio,0.0
e de excepcionall,0.0
rumo a 1 milhao nois,0.0
vc e o cara vc vai chegar a 1 milhao de inscritos e um deles e eu,0.0
pensei fosse a pior q todas mas vejo q tava errado essa e a pior das piores essa moca nao vale nada que triste tenho pena dela,1.0
x de xiu haters na vdd fas encubados,0.0
quando se fala em socialite ja associa pessoas finas chiques a maioria fala bem da gosto de ver eu nao sei bem o que faz uma socialite so sei que e rica e fala bem mas e essa dai que atende pelo nome de day fala bem ela nao fala vcs ja viram como fala em relacao ao sexo parece que ta num canal porno todo undo entende de sexo mas do jeito que ela fala vira um lixo na boca dela pra terminar rica de dinheiro pobre de espirito rica de argumentos pobre de cultura,1.0
idiota nojenta odeio ela,1.0
mano o e loko meu deuuuus mas ele merece 1 milhao de inscritos e espero q ele guarde a de 1 milhao,0.0
334 entra uma anoconda,0.0
e tava certa sobre toda sua fama,0.0
q de que issssssooo arrasaram,0.0
nao sei oq e pior a musica o clipe ou ela encorporada,1.0
gente assim igual essa nem deve ser chamada de mulher que escroto isso mano,1.0
isso e pra ter fama e parece q ela conseguiu,0.0
o clipe e cortado mas eu amei por favor aposta com o clipe todo e muito bom,0.0
